pmcid,journal,year,title,has_xml,fetch_ok
PMC8996376,Cancer Cell,2022,Immune responses following third COVID-19 vaccination are reduced in patients with hematological malignancies compared to patients with solid cancer.,True,True
PMC8864440,Cancer Cell,2022,"Efficacy of a third SARS-CoV-2 mRNA vaccine dose among hematopoietic cell transplantation, CAR T cell, and BiTE recipients.",True,True
PMC8867110,Cancer Cell,2022,Antibody responses following third mRNA COVID-19 vaccination in patients with cancer and potential timing of a fourth vaccination.,True,True
PMC8860706,Cancer Cell,2022,Impact of COVID-19 on case fatality rate of patients with cancer during the Omicron wave.,True,True
PMC8847067,Cancer Cell,2022,Antibody response against SARS-CoV-2 Delta and Omicron variants after third-dose BNT162b2 vaccination in allo-HCT recipients.,True,True
PMC8786606,Cancer Cell,2022,Immune response to three doses of mRNA SARS-CoV-2 vaccines in CD19-targeted chimeric antigen receptor T cell immunotherapy recipients.,True,True
PMC8716174,Cancer Cell,2021,COVID-19 mRNA booster vaccines elicit strong protection against SARS-CoV-2 Omicron variant in patients with cancer.,True,True
PMC8730528,Cancer Cell,2022,Neutralization breadth of SARS-CoV-2 viral variants following primary series and booster SARS-CoV-2 vaccines in patients with cancer.,True,True
PMC8716090,Cancer Cell,2021,Immune responses following third COVID-19 vaccination are reduced in patients with hematological malignancies compared to patients with solid cancer.,True,True
PMC8654583,Cancer Cell,2021,Attenuated response to SARS-CoV-2 vaccine in patients with asymptomatic precursor stages of multiple myeloma and Waldenstrom macroglobulinemia.,True,True
PMC8667332,Cancer Cell,2021,Repeated vaccination against SARS-CoV-2 elicits robust polyfunctional T cell response in allogeneic stem cell transplantation recipients.,True,True
PMC8595142,Cancer Cell,2021,Efficacy of booster doses in augmenting waning immune responses to COVID-19 vaccine in patients with cancer.,True,True
PMC8599450,Cancer Cell,2021,Determinants of anti-PD-1 response and resistance in clear cell renal cell carcinoma.,True,True
PMC8506107,Cancer Cell,2021,Humoral and cellular immunity to delayed second dose of SARS-CoV-2 BNT162b2 mRNA vaccination in patients with cancer.,True,True
PMC8523488,Cancer Cell,2021,Variable cellular responses to SARS-CoV-2 in fully vaccinated patients with multiple myeloma.,True,True
PMC8506143,Cancer Cell,2021,Repeated vaccination against SARS-CoV-2 elicits robust polyfunctional T cell response in allogeneic stem cell transplantation recipients.,True,True
PMC7617125,Cancer Cell,2021,Evolution's cartographer: Mapping the fitness landscape in cancer.,True,True
PMC8421105,Cancer Cell,2021,Anti-spike antibody response to SARS-CoV-2 booster vaccination in patients with B cell-derived hematologic malignancies.,True,True
PMC8367743,Cancer Cell,2021,Humoral and cellular immune responses in SARS-CoV-2 mRNA-vaccinated patients with cancer.,True,True
PMC8295014,Cancer Cell,2021,Antibody response to SARS-CoV-2 vaccines in patients with hematologic malignancies.,True,True
PMC8318678,Cancer Cell,2021,COVID-19 provides an opportunity to transform cancer research.,True,True
PMC8313483,Cancer Cell,2021,Antibody and T cell immune responses following mRNA COVID-19 vaccination in patients with cancer.,True,True
PMC8443273,Cancer Cell,2021,TRIM8 modulates the EWS/FLI oncoprotein to promote survival in Ewing sarcoma.,True,True
PMC8443274,Cancer Cell,2021,Single-cell analysis defines a pancreatic fibroblast lineage that supports anti-tumor immunity.,True,True
PMC8245382,Cancer Cell,2021,Recovery of cancer screening tests and possible associated disparities after the first peak of the COVID-19 pandemic.,True,True
PMC8218532,Cancer Cell,2021,Immunogenicity of SARS-CoV-2 messenger RNA vaccines in patients with cancer.,True,True
PMC8243022,Cancer Cell,2021,Sustained cancer clinical trial activity in a French hospital during the first wave of the COVID-19 pandemic.,True,True
PMC8253695,Cancer Cell,2021,Immune responses to COVID-19 vaccines in patients with cancer: Promising results and a note of caution.,True,True
PMC8233960,Cancer Cell,2021,Immunogenicity of a heterologous COVID-19 vaccine after failed vaccination in a lymphoma patient.,True,True
PMC8238657,Cancer Cell,2021,Highly variable SARS-CoV-2 spike antibody responses to two doses of COVID-19 RNA vaccination in patients with multiple myeloma.,True,True
PMC8179248,Cancer Cell,2021,Seroconversion rates following COVID-19 vaccination among patients with cancer.,True,True
PMC8103143,Cancer Cell,2021,Translating inspiration from COVID-19 vaccine trials to innovations in clinical cancer research.,True,True
PMC8049404,Cancer Cell,2021,Care without a compass: Including patients with cancer in COVID-19 studies.,True,True
PMC8115394,Cancer Cell,2021,Tumor and immune reprogramming during immunotherapy in advanced renal cell carcinoma.,True,True
PMC7833316,Cancer Cell,2021,Inflammatory Leptomeningeal Cytokines Mediate COVID-19 Neurologic Symptoms in Cancer Patients.,True,True
PMC7833668,Cancer Cell,2021,Acute Immune Signatures and Their Legacies in Severe Acute Respiratory Syndrome Coronavirus-2 Infected Cancer Patients.,True,True
PMC7787502,Cancer Cell,2021,Changes in Treatment Behavior during the COVID-19 Pandemic among Patients at a Cancer Hospital.,True,True
PMC8747769,Cancer Cell,2021,Cancer Research in 2021.,True,True
PMC7833718,Cancer Cell,2020,Utility of Preoperative Computed Tomography Scans for Coronavirus Disease in a Cancer Treatment Center.,True,True
PMC7609043,Cancer Cell,2020,Cancer Care Disparities during the COVID-19 Pandemic: COVID-19 and Cancer Outcomes Study.,True,True
PMC7598547,Cancer Cell,2020,"A Systematic Framework to Rapidly Obtain Data on Patients with Cancer and COVID-19: CCC19 Governance, Protocol, and Quality Assurance.",True,True
PMC7547574,Cancer Cell,2020,COVID-19: Staging of a New Disease.,True,True
PMC7531591,Cancer Cell,2020,Cytokine Storms in Cancer and COVID-19.,True,True
PMC7543995,Cancer Cell,2020,Impact of COVID-19 Pandemic on Cancer Research.,True,True
PMC7546267,Cancer Cell,2020,A Lung Cancer Patient with Dyspnea: Diagnostic Difficulties during the COVID-19 Pandemic.,True,True
PMC7553055,Cancer Cell,2020,The HOLA COVID-19 Study: An International Effort to Determine How COVID-19 Has Impacted Oncology Practices in Latin America.,True,True
PMC7534826,Cancer Cell,2020,Supporting Clinical Decision-Making during the SARS-CoV-2 Pandemic through a Global Research Commitment: The TERAVOLT Experience.,True,True
PMC7531558,Cancer Cell,2020,Screening for COVID-19 in Symptomatic Cancer Patients in a Cancer Hospital.,True,True
PMC7528740,Cancer Cell,2020,COVID-19 and Cancer: Current Challenges and Perspectives.,True,True
PMC7562820,Cancer Cell,2020,Metabolic Imaging Detects Resistance to PI3Kα Inhibition Mediated by Persistent FOXM1 Expression in ER&lt;sup&gt;+&lt;/sup&gt; Breast Cancer.,True,True
PMC7492074,Cancer Cell,2020,SARS-CoV-2 Viral Load Predicts Mortality in Patients with and without Cancer Who Are Hospitalized with COVID-19.,True,True
PMC7489325,Cancer Cell,2020,"U.S. Biomedical Research Needs More Immigrant Scientists, Not Fewer!",True,True
PMC7489249,Cancer Cell,2020,Completing the Great Unfinished Symphony of Cancer Together: The Importance of Immigrants in Cancer Research.,True,True
PMC7489360,Cancer Cell,2020,Diversity Is a Strength of Cancer Research in the U.S.,True,True
PMC7338008,Cancer Cell,2020,Digitalized Adaptation of Oncology Trials during and after COVID-19.,True,True
PMC7380207,Cancer Cell,2020,Utility of COVID-19 Screening in Cancer Patients.,True,True
PMC7381394,Cancer Cell,2020,Cancer Patients and Risk of Mortality for COVID-19.,True,True
PMC7472556,Cancer Cell,2020,Tumor Microenvironment-Derived NRG1 Promotes Antiandrogen Resistance in Prostate Cancer.,True,True
PMC7357520,Cancer Cell,2020,Single-Cell Analyses in the Multi-omics Era.,True,True
PMC7479515,Cancer Cell,2020,Single-Cell RNA-Seq Reveals Cellular Hierarchies and Impaired Developmental Trajectories in Pediatric Ependymoma.,True,True
PMC7280789,Cancer Cell,2020,Isotype Switching Converts Anti-CD40 Antagonism to Agonism to Elicit Potent Antitumor Activity.,True,True
PMC7229923,Cancer Cell,2020,TERAVOLT: Thoracic Cancers International COVID-19 Collaboration.,True,True
PMC7221386,Cancer Cell,2020,Cancer Patient Care during COVID-19.,True,True
PMC7229957,Cancer Cell,2020,NCI's Work to Advance Cancer Research while Responding to the COVID-19 Pandemic.,True,True
PMC7188629,Cancer Cell,2020,The COVID-19 and Cancer Consortium: A Collaborative Effort to Understand the Effects of COVID-19 on Patients with Cancer.,True,True
PMC7212941,Cancer Cell,2020,Cancer Research after COVID-19: Where Do We Go from Here?,True,True
PMC7218711,Cancer Cell,2020,C/EBPα and GATA-2 Mutations Induce Bilineage Acute Erythroid Leukemia through Transformation of a Neomorphic Neutrophil-Erythroid Progenitor.,True,True
PMC7105820,Cancer Cell,2020,Mutant ACVR1 Arrests Glial Cell Differentiation to Drive Tumorigenesis in Pediatric Gliomas.,True,True
PMC7008247,Cancer Cell,2020,Dynamic ROS Control by TIGAR Regulates the Initiation and Progression of Pancreatic Cancer.,True,True
PMC6958528,Cancer Cell,2020,Myosin II Reactivation and Cytoskeletal Remodeling as a Hallmark and a Vulnerability in Melanoma Therapy Resistance.,True,True
PMC6917035,Cancer Cell,2019,HOTTIP lncRNA Promotes Hematopoietic Stem Cell Self-Renewal Leading to AML-like Disease in Mice.,True,True
PMC6876280,Cancer Cell,2019,An Evolutionarily Conserved Function of Polycomb Silences the MHC Class I Antigen Presentation Pathway and Enables Immune Evasion in Cancer.,True,True
PMC6853173,Cancer Cell,2019,Epithelial NOTCH Signaling Rewires the Tumor Microenvironment of Colorectal Cancer to Drive Poor-Prognosis Subtypes and Metastasis.,True,True
PMC6617392,Cancer Cell,2019,Genomic and Transcriptomic Determinants of Therapy Resistance and Immune Landscape Evolution during Anti-EGFR Treatment in Colorectal Cancer.,True,True
PMC6617390,Cancer Cell,2019,RAC1&lt;sup&gt;P29S&lt;/sup&gt; Induces a Mesenchymal Phenotypic Switch via Serum Response Factor to Promote Melanoma Development and Therapy Resistance.,True,True
PMC6521897,Cancer Cell,2019,Targeting TMEM176B Enhances Antitumor Immunity and Augments the Efficacy of Immune Checkpoint Blockers by Unleashing Inflammasome Activation.,True,True
PMC6472943,Cancer Cell,2019,"Human Tumor-Associated Macrophage and Monocyte Transcriptional Landscapes Reveal Cancer-Specific Reprogramming, Biomarkers, and Therapeutic Targets.",True,True
PMC6472942,Cancer Cell,2019,The Oncogenic Transcription Factor RUNX1/ETO Corrupts Cell Cycle Regulation to Drive Leukemic Transformation.,True,True
PMC6428690,Cancer Cell,2019,DNA Replication Vulnerabilities Render Ovarian Cancer Cells Sensitive to Poly(ADP-Ribose) Glycohydrolase Inhibitors.,True,True
PMC6428691,Cancer Cell,2019,Undifferentiated Sarcomas Develop through Distinct Evolutionary Pathways.,True,True
PMC6335503,Cancer Cell,2019,The ERBB-STAT3 Axis Drives Tasmanian Devil Facial Tumor Disease.,True,True
PMC6179967,Cancer Cell,2018,The Oncogenic Transcription Factor RUNX1/ETO Corrupts Cell Cycle Regulation to Drive Leukemic Transformation.,True,True
PMC6179961,Cancer Cell,2018,Enhanced Anti-lymphoma Activity of CAR19-iNKT Cells Underpinned by Dual CD19 and CD1d Targeting.,True,True
PMC9844097,Cancer Cell,2018,"Comprehensive Analysis of Alternative Splicing Across Tumors from 8,705 Patients.",False,False
PMC6097876,Cancer Cell,2018,Cooperative Enhancer Activation by TLX1 and STAT5 Drives Development of NUP214-ABL1/TLX1-Positive T Cell Acute Lymphoblastic Leukemia.,True,True
PMC6481635,Cancer Cell,2018,The Tandem Duplicator Phenotype Is a Prevalent Genome-Wide Cancer Configuration Driven by Distinct Gene Mutations.,False,False
PMC6048363,Cancer Cell,2018,PTBP1-Mediated Alternative Splicing Regulates the Inflammatory Secretome and the Pro-tumorigenic Effects of Senescent Cells.,True,True
PMC5956280,Cancer Cell,2018,"Molecular, Pathological, Radiological, and Immune Profiling of Non-brainstem Pediatric High-Grade Glioma from the HERBY Phase II Randomized Trial.",True,True
PMC5896247,Cancer Cell,2018,Complex Interplay between Epitope Specificity and Isotype Dictates the Biological Activity of Anti-human CD40 Antibodies.,True,True
PMC5896245,Cancer Cell,2018,The Origins and Vulnerabilities of Two Transmissible Cancers in Tasmanian Devils.,True,True
PMC5896248,Cancer Cell,2018,GKAP Acts as a Genetic Modulator of NMDAR Signaling to Govern Invasive Tumor Growth.,True,True
PMC5896242,Cancer Cell,2018,Molecular Signatures of Regression of the Canine Transmissible Venereal Tumor.,True,True
PMC5904288,Cancer Cell,2018,Fc Effector Function Contributes to the Activity of Human Anti-CTLA-4 Antibodies.,True,True
PMC5734934,Cancer Cell,2017,"MST4 Phosphorylation of ATG4B Regulates Autophagic Activity, Tumorigenicity, and Radioresistance in Glioblastoma.",True,True
PMC5734932,Cancer Cell,2017,Antibody Tumor Targeting Is Enhanced by CD27 Agonists through Myeloid Recruitment.,True,True
PMC5691891,Cancer Cell,2017,An HIF-1α/VEGF-A Axis in Cytotoxic T Cells Regulates Tumor Progression.,True,True
PMC5691892,Cancer Cell,2017,A Paradoxical Tumor-Suppressor Role for the Rac1 Exchange Factor Vav1 in T Cell Acute Lymphoblastic Leukemia.,True,True
PMC5637314,Cancer Cell,2017,"Integrated Molecular Meta-Analysis of 1,000 Pediatric High-Grade and Diffuse Intrinsic Pontine Glioma.",True,True
PMC5598545,Cancer Cell,2017,Increased Vascular Permeability in the Bone Marrow Microenvironment Contributes to Disease Progression and Drug Response in Acute Myeloid Leukemia.,True,True
PMC5598544,Cancer Cell,2017,"A Dual Role of Caspase-8 in Triggering and Sensing Proliferation-Associated DNA Damage, a Key Determinant of Liver Cancer Development.",True,True
PMC5559645,Cancer Cell,2017,Genomic Evolution of Breast Cancer Metastasis and Relapse.,True,True
PMC5559281,Cancer Cell,2017,Choose and Use Your Chemical Probe Wisely to Explore Cancer Biology.,True,True
PMC6381325,Cancer Cell,2017,Swarm Intelligence-Enhanced Detection of Non-Small-Cell Lung Cancer Using Tumor-Educated Platelets.,True,True
PMC5511331,Cancer Cell,2017,Choose and Use Your Chemical Probe Wisely to Explore Cancer Biology.,True,True
PMC5425402,Cancer Cell,2017,TIAM1 Antagonizes TAZ/YAP Both in the Destruction Complex in the Cytoplasm and in the Nucleus to Inhibit Invasion of Intestinal Epithelial Cells.,True,True
PMC5389883,Cancer Cell,2017,Hoxa9 and Meis1 Cooperatively Induce Addiction to Syk Signaling by Suppressing miR-146a in Acute Myeloid Leukemia.,True,True
